,action_type,combined_shot_type,loc_x,loc_y,shot_made_flag,shot_zone_area,shot_zone_basic,shot_zone_combined,avg_by_shot_zone_combined
4609,Jump Shot,Jump Shot,-184,94,,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4610,Jump Shot,Jump Shot,-164,20,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4611,Jump Shot,Jump Shot,-194,2,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4612,Jump Shot,Jump Shot,158,69,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4613,Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4614,Tip Shot,Tip Shot,0,0,,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4615,Jump Shot,Jump Shot,-202,28,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4616,Jump Shot,Jump Shot,-110,184,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
4617,Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4618,Jump Shot,Jump Shot,227,100,,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
4619,Turnaround Jump Shot,Jump Shot,136,30,,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4620,Jump Shot,Jump Shot,-16,146,0.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
4621,Jump Shot,Jump Shot,156,51,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4622,Jump Shot,Jump Shot,156,12,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4623,Jump Shot,Jump Shot,131,49,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4624,Running Jump Shot,Jump Shot,110,0,,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4625,Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4626,Jump Shot,Jump Shot,103,20,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4627,Jump Shot,Jump Shot,-177,109,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4629,Jump Shot,Jump Shot,46,72,0.0,Right Side(R),In The Paint (Non-RA),Right Side(R) In The Paint (Non-RA),0.4807692307692308
4630,Jump Shot,Jump Shot,-171,7,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4631,Jump Shot,Jump Shot,-59,68,1.0,Left Side(L),In The Paint (Non-RA),Left Side(L) In The Paint (Non-RA),0.4126984126984127
4632,Jump Shot,Jump Shot,-156,130,1.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
4633,Layup Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4634,Jump Shot,Jump Shot,159,84,,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4635,Jump Shot,Jump Shot,-153,130,,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
4636,Jump Shot,Jump Shot,-131,112,1.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
4637,Jump Shot,Jump Shot,-192,191,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
4638,Running Jump Shot,Jump Shot,-163,112,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4640,Jump Shot,Jump Shot,209,0,,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4641,Jump Shot,Jump Shot,181,10,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4642,Jump Shot,Jump Shot,115,20,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4643,Jump Shot,Jump Shot,-154,117,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
4644,Jump Shot,Jump Shot,-16,252,1.0,Center(C),Above the Break 3,Center(C) Above the Break 3,0.3207343412526998
4645,Jump Shot,Jump Shot,136,133,0.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
4647,Jump Shot,Jump Shot,-182,74,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4648,Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4649,Jump Shot,Jump Shot,-174,122,,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4650,Running Jump Shot,Jump Shot,-102,82,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4651,Jump Shot,Jump Shot,-128,176,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
4652,Dunk Shot,Dunk,0,0,,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4653,Jump Shot,Jump Shot,-136,110,1.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
4655,Jump Shot,Jump Shot,80,10,1.0,Right Side(R),In The Paint (Non-RA),Right Side(R) In The Paint (Non-RA),0.4807692307692308
4656,Jump Shot,Jump Shot,-205,153,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
4657,Layup Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4658,Jump Shot,Jump Shot,-141,31,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4660,Jump Shot,Jump Shot,-110,176,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
4661,Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4662,Jump Shot,Jump Shot,171,35,1.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4663,Jump Shot,Jump Shot,235,114,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
4664,Jump Shot,Jump Shot,-80,137,,Left Side(L),In The Paint (Non-RA),Left Side(L) In The Paint (Non-RA),0.4126984126984127
4665,Jump Shot,Jump Shot,156,158,0.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
4666,Jump Shot,Jump Shot,-57,197,0.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
4667,Alley Oop Dunk Shot,Dunk,0,0,,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4668,Jump Shot,Jump Shot,-156,225,,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
4669,Jump Shot,Jump Shot,0,91,,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4670,Reverse Layup Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4671,Jump Shot,Jump Shot,38,63,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4672,Jump Shot,Jump Shot,-23,268,0.0,Center(C),Above the Break 3,Center(C) Above the Break 3,0.3207343412526998
4673,Jump Shot,Jump Shot,140,15,,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4674,Jump Shot,Jump Shot,113,148,,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
4675,Layup Shot,Layup,0,0,,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4676,Jump Shot,Jump Shot,133,158,1.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
4677,Jump Shot,Jump Shot,85,151,1.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
4678,Jump Shot,Jump Shot,54,69,,Right Side(R),In The Paint (Non-RA),Right Side(R) In The Paint (Non-RA),0.4807692307692308
4679,Running Dunk Shot,Dunk,0,0,,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4680,Jump Shot,Jump Shot,164,18,1.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4682,Jump Shot,Jump Shot,181,12,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4683,Tip Shot,Tip Shot,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4684,Jump Shot,Jump Shot,-75,17,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4685,Jump Shot,Jump Shot,-85,79,,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4686,Jump Shot,Jump Shot,61,31,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4687,Jump Shot,Jump Shot,3,204,0.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
4688,Jump Shot,Jump Shot,-158,209,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
4689,Jump Shot,Jump Shot,-59,187,0.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
4690,Jump Shot,Jump Shot,181,135,1.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
4691,Jump Shot,Jump Shot,74,10,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4692,Jump Shot,Jump Shot,-145,169,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
4693,Jump Shot,Jump Shot,235,10,0.0,Right Side(R),Right Corner 3,Right Side(R) Right Corner 3,0.33933933933933935
4694,Driving Layup Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4695,Jump Shot,Jump Shot,126,186,0.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
4696,Jump Shot,Jump Shot,133,20,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4697,Jump Shot,Jump Shot,33,49,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4698,Jump Shot,Jump Shot,-148,148,,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
4699,Jump Shot,Jump Shot,192,69,1.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4700,Jump Shot,Jump Shot,195,125,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4701,Alley Oop Dunk Shot,Dunk,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4702,Jump Shot,Jump Shot,166,35,1.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4703,Jump Shot,Jump Shot,-168,69,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4704,Jump Shot,Jump Shot,72,63,0.0,Right Side(R),In The Paint (Non-RA),Right Side(R) In The Paint (Non-RA),0.4807692307692308
4706,Jump Shot,Jump Shot,-141,202,1.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
4707,Jump Shot,Jump Shot,187,12,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4708,Layup Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4709,Jump Shot,Jump Shot,100,253,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
4710,Jump Shot,Jump Shot,-43,247,0.0,Center(C),Above the Break 3,Center(C) Above the Break 3,0.3207343412526998
4711,Jump Shot,Jump Shot,131,224,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
4712,Reverse Layup Shot,Layup,0,0,,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4713,Running Jump Shot,Jump Shot,72,26,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4714,Reverse Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4715,Jump Shot,Jump Shot,-61,253,0.0,Center(C),Above the Break 3,Center(C) Above the Break 3,0.3207343412526998
4716,Turnaround Jump Shot,Jump Shot,-115,95,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4717,Jump Shot,Jump Shot,-123,174,,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
4718,Jump Shot,Jump Shot,103,196,0.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
4719,Jump Shot,Jump Shot,105,35,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4720,Jump Shot,Jump Shot,158,97,,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4721,Jump Shot,Jump Shot,128,133,,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
4722,Jump Shot,Jump Shot,144,115,0.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
4723,Jump Shot,Jump Shot,158,79,,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4724,Driving Layup Shot,Layup,23,3,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4725,Layup Shot,Layup,23,8,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4726,Jump Shot,Jump Shot,-156,125,1.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
4727,Jump Shot,Jump Shot,-163,15,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4728,Jump Shot,Jump Shot,197,317,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
4729,Driving Dunk Shot,Dunk,10,18,,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4730,Jump Shot,Jump Shot,-100,109,,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4731,Jump Shot,Jump Shot,43,217,0.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
4732,Turnaround Jump Shot,Jump Shot,-82,12,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4733,Jump Shot,Jump Shot,146,15,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4734,Jump Shot,Jump Shot,-161,196,,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
4735,Fadeaway Jump Shot,Jump Shot,92,30,1.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4736,Driving Layup Shot,Layup,-3,35,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4737,Jump Shot,Jump Shot,34,45,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4738,Driving Layup Shot,Layup,-34,31,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4739,Driving Finger Roll Shot,Layup,-23,33,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4740,Driving Layup Shot,Layup,29,15,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4741,Jump Shot,Jump Shot,-146,7,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4742,Jump Shot,Jump Shot,-122,220,,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
4743,Jump Shot,Jump Shot,232,8,1.0,Right Side(R),Right Corner 3,Right Side(R) Right Corner 3,0.33933933933933935
4744,Jump Shot,Jump Shot,-107,3,,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4745,Running Jump Shot,Jump Shot,-67,15,,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4746,Jump Shot,Jump Shot,-187,117,,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4747,Jump Shot,Jump Shot,-64,135,,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4748,Dunk Shot,Dunk,3,25,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4749,Jump Shot,Jump Shot,102,227,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
4750,Jump Shot,Jump Shot,-227,43,0.0,Left Side(L),Left Corner 3,Left Side(L) Left Corner 3,0.37083333333333335
4751,Driving Layup Shot,Layup,-31,28,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4752,Jump Shot,Jump Shot,143,81,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4753,Jump Shot,Jump Shot,-5,266,1.0,Center(C),Above the Break 3,Center(C) Above the Break 3,0.3207343412526998
4754,Jump Shot,Jump Shot,8,196,0.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
4755,Driving Dunk Shot,Dunk,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4756,Turnaround Jump Shot,Jump Shot,49,92,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4757,Jump Shot,Jump Shot,144,22,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4758,Jump Shot,Jump Shot,-31,411,0.0,Back Court(BC),Above the Break 3,Back Court(BC) Above the Break 3,0.0
4759,Jump Shot,Jump Shot,72,133,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4760,Jump Shot,Jump Shot,-156,84,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4761,Layup Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4762,Jump Shot,Jump Shot,1,197,0.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
4763,Layup Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4764,Jump Shot,Jump Shot,158,92,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4765,Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4766,Jump Shot,Jump Shot,166,3,1.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4767,Dunk Shot,Dunk,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4768,Jump Shot,Jump Shot,133,166,,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
4769,Jump Shot,Jump Shot,-133,215,1.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
4770,Jump Shot,Jump Shot,189,166,,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
4771,Jump Shot,Jump Shot,209,150,1.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
4772,Jump Shot,Jump Shot,202,140,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
4773,Jump Shot,Jump Shot,-2,61,,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4774,Driving Layup Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4775,Jump Shot,Jump Shot,113,160,0.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
4776,Driving Layup Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4777,Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4778,Jump Shot,Jump Shot,-149,105,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4779,Jump Shot,Jump Shot,115,227,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
4780,Running Layup Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4781,Jump Shot,Jump Shot,-48,43,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4782,Turnaround Jump Shot,Jump Shot,97,77,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4783,Jump Shot,Jump Shot,192,25,,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4784,Reverse Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4785,Fadeaway Jump Shot,Jump Shot,107,87,1.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4786,Jump Shot,Jump Shot,-112,191,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
4787,Running Jump Shot,Jump Shot,57,31,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4788,Slam Dunk Shot,Dunk,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4789,Turnaround Jump Shot,Jump Shot,72,53,0.0,Right Side(R),In The Paint (Non-RA),Right Side(R) In The Paint (Non-RA),0.4807692307692308
4790,Jump Shot,Jump Shot,143,150,1.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
4791,Turnaround Jump Shot,Jump Shot,113,20,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4792,Dunk Shot,Dunk,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
4793,Jump Shot,Jump Shot,0,196,0.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
4794,Turnaround Jump Shot,Jump Shot,72,135,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
4795,Jump Shot,Jump Shot,177,94,1.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
4796,Jump Shot,Jump Shot,-192,22,,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
4797,Jump Shot,Jump Shot,94,240,1.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
4798,Driving Layup Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
